T\beta	1.5	1.8	2.0
3.0	0.5235	0.5381	0.5479
4.0	0.7433	0.7581	0.7679
5.0	0.8697	0.8828	0.8915
6.0	0.9408	0.9515	0.9586
7.0	0.9807	0.9889	0.9944
8.0	1.0029	1.0090	1.0130
9.0	1.0148	1.0191	1.0220
10.0	1.0208	1.0236	1.0254
15.0	1.0185	1.0166	1.0153
20.0	1.0068	1.0026	0.9998
25.0	0.9971	0.9917	0.9881
30.0	0.9900	0.9838	0.9796
35.0	0.9846	0.9779	0.9734
40.0	0.9806	0.9735	0.9688
45	0.977	0.970	0.965
50	0.975	0.967	0.963
55	0.972	0.964	0.961
60	0.970	0.961	0.961
70	0.97	0.96	0.96
90	0.97	0.96	0.96

