T\beta	-2.0	-1.0	0.0	1.0	1.5	2.0
10.0	1.495	1.319	1.184	1.083	1.042	1.009
15.0	1.123	1.045	0.990	0.956	0.946	0.943
20.0	1.035	0.988	0.963	0.957	0.961	0.971
30.0	0.993	0.974	0.976	0.997	1.014	1.037
40.0	0.987	0.981	0.995	1.029	1.054	1.083
50.0	0.987	0.988	0.985	1.051	1.079	1.113
75.0	0.991	1.001	1.031	1.082	1.116	1.155
100.0	0.994	1.008	1.042	1.098	1.134	1.175
